XH,XFSJ,zao,zhong,wan
3350710963,2021/9/8,0,4,0
3350710963,2021/9/9,0,8,1.5
3350710963,2021/9/13,0,5,0
3350710963,2021/9/16,8,0,0
3350710963,2021/9/18,0,0,5
3350710963,2021/9/19,0,15,5
3350710963,2021/9/20,3.5,4.5,2
3350710963,2021/9/21,0,12.5,8
3350710963,2021/9/22,0,9,0
3350710963,2021/9/23,0,11,0
3350710963,2021/9/25,0,8,0
3350710963,2021/9/26,3.5,0,0
3350710963,2021/9/28,0,8.7,0
3350710963,2021/9/29,4,4,8.3
3350710963,2021/9/30,3.5,0,0
3350710963,2021/10/1,0,0,6.3
3350710963,2021/10/2,0,5.8,0
3350710963,2021/10/3,0,0,8.8
3350710963,2021/10/4,0,5,0
3350710963,2021/10/6,0,8,0
3350710963,2021/10/7,0,0,5
3350710963,2021/10/8,0,5.8,0
3350710963,2021/10/10,0,5,0
3350710963,2021/10/12,0,6.5,0
3350710963,2021/10/15,3.5,0,0
3350710963,2021/10/20,2.5,7.8,0
3350710963,2021/10/21,13.5,0,0
3350710963,2021/10/23,0,8,10
3350710963,2021/10/25,6.3,0,27.5
3350710963,2021/10/27,4.5,11.5,0
3350710963,2021/10/28,0,6.5,0
3350710963,2021/10/30,0,9,0
3350710963,2021/11/1,0,2,3
3350710963,2021/11/5,12.5,0,0
3350710963,2021/11/9,0,0,9
3350710963,2021/11/10,8,0,0
3350710963,2021/11/11,0,0,8
3350710963,2021/11/14,0,0,8
3350710963,2021/11/16,2.5,8,0
3350710963,2021/11/17,0,0,8
3350710963,2021/11/18,0,13,0
3350710963,2021/11/20,0,0,13
3350710963,2021/11/22,0,30.5,0
3350710963,2021/11/29,0,21.5,21.5
3350710963,2021/11/30,0,47.3,2.5
3350710963,2021/12/22,0,0,16
3350710963,2021/12/23,9,26.5,0
3350710963,2021/12/25,6,8,8
3350710963,2021/12/26,7,0,0
3350710963,2022/3/10,0,0,8
3350710963,2022/3/12,41.8,0,8
3350710963,2022/3/13,0,20.5,0
3350710963,2022/3/14,5,8.5,0
3350710963,2022/3/15,0,5,9.5
3350710963,2022/3/16,16.3,0,0
3350710963,2022/3/18,0,19,0
3350710963,2022/3/20,0,10,10
3350710963,2022/3/21,0,38,0
3350710963,2022/3/24,18.68,14,0
3350710963,2022/3/25,0,10,16.5
3350710963,2022/3/27,8,12,20.5
3350710963,2022/3/28,14,0,0
3350710963,2022/3/30,12,0,0
3350710963,2022/3/31,0,19,12
3350710963,2022/4/1,0,7,7.5
3350710963,2022/4/2,0,72,0
3350710963,2022/4/3,0,6,10.5
3350710963,2022/4/4,0,13,0
3350710963,2022/4/5,0,0,50
3350710963,2022/4/6,0,10.5,0
3350710963,2022/4/7,18,7,0
3350710963,2022/4/8,0,10.5,10
3350710963,2022/4/10,0,0,8
3350710963,2022/4/11,0,14,12.5
3350710963,2022/4/12,0,11.5,0
3350710963,2022/4/14,0,0,42
3350710963,2022/4/15,0,0,12
3350710963,2022/4/17,0,8,0
3350710963,2022/4/18,0,0,7
3350710963,2022/4/19,0,0,12
3350710963,2022/4/20,0,12,12.5
3350710963,2022/4/21,0,13,6
3350710963,2022/4/22,41,0,9
3350710963,2022/4/23,0,5,7
3350710963,2022/4/24,0,13,6
3350710963,2022/4/25,0,19,23
3350710963,2022/4/26,0,9,1.5
3350710963,2022/4/27,0,0,3
3350710963,2022/4/28,0,5,0
3350710963,2022/4/29,0,0,5
3350710963,2022/4/30,0,0,1.5
3350710963,2022/5/23,0,0,5
3350710963,2022/5/24,0,4.5,4.5
3350710963,2022/5/25,0,8.8,0
3350710963,2022/5/26,0,0,9.5
3350710963,2022/5/27,0,14.8,3
3350710963,2022/5/28,0,15.5,0
3350710963,2022/5/29,0,16.5,0
3350710963,2022/5/30,0,13,9
3350710963,2022/5/31,0,28.5,5
3350710963,2022/6/1,10,0,8
3350710963,2022/6/2,4,0,12
3374050039,2022/6/1,0,18.3,0
3374050039,2022/6/2,5.4,0,0
3374050039,2022/6/3,0,14,0
3377458551,2018/10/7,0,7,0
3377458551,2018/10/12,4,12.5,13.3
3377458551,2018/10/26,0,0,16
3377458551,2018/10/27,0,0,4
3377458551,2018/11/6,0,7.5,0
3377458551,2018/11/9,0,12.5,0
3377458551,2018/11/11,0,0,7.5
3377458551,2018/11/13,5.8,8,11
3377458551,2018/11/14,0,13,0
3377458551,2018/11/23,0,9.5,0
3377458551,2018/11/24,0,0,12.2
3377458551,2018/11/25,0,13,0
3377458551,2018/11/27,9,0,0
3377458551,2018/11/30,0,0,13.5
3377458551,2018/12/24,5,9,12.5
3377458551,2019/1/3,4,0,0
3377458551,2019/3/17,0,0,13
3377458551,2019/4/2,4.5,8.5,0
3377458551,2019/4/13,0,10.5,0
3377458551,2019/4/14,0,0,8
3377458551,2019/4/15,5.5,14,0
3377458551,2019/4/21,0,2,0
3377458551,2019/5/4,0,10.2,0
3377458551,2019/5/7,5.5,0,0
3377458551,2019/5/22,0,0,9
3377458551,2019/5/29,1.5,0,0
3377458551,2019/5/30,0,0,11.5
3377458551,2019/6/14,5.2,0,0
3377458551,2019/6/23,0,0,8
3377458551,2019/6/26,0,15,7.5
3377458551,2019/6/27,0,14,10.5
3377458551,2019/8/26,0,17,0
3377458551,2019/8/28,0,13,0
3377458551,2019/9/11,0,14,0
3377458551,2019/9/14,0,0,3
3377458551,2019/9/16,0,38,0
3377458551,2019/9/19,0,0,10
3377458551,2019/9/23,0,0,15.5
3377458551,2019/9/24,2.5,0,0
3377458551,2019/9/26,0,0,8.5
3377458551,2019/10/9,0,10,0
3377458551,2019/10/19,0,11,0
3377458551,2019/10/22,5.5,0,0
3377458551,2019/10/23,0,0,5
3377458551,2019/10/29,2.5,0,0
3377458551,2019/10/30,2.5,13,0
3377458551,2019/11/3,0,0,13
3377458551,2019/11/5,5.4,0,0
3377458551,2019/11/6,2.5,0,0
3377458551,2019/11/7,0,0,12.5
3377458551,2019/11/8,0,0,9
3377458551,2019/11/10,5,0,9.5
3377458551,2019/11/11,4.2,11.5,5
3377458551,2019/11/12,16.5,0,0
3377458551,2019/11/13,7.9,6.5,0
3377458551,2019/11/15,6.4,0,0
3377458551,2019/11/18,0,13.3,12
3377458551,2019/11/20,0,0,10.8
3377458551,2019/11/21,5.4,0,15
3377458551,2019/11/25,5.4,0,0
3377458551,2019/11/27,0,14,0
3377458551,2019/11/28,0,14,0
3377458551,2019/11/29,17.5,0,0
3377458551,2019/11/30,13,0,18
3377458551,2019/12/1,0,0,23.5
3377458551,2019/12/2,3,0,0
3377458551,2019/12/4,0,13,10
3377458551,2019/12/6,3,0,0
3377458551,2019/12/11,0,14,21.1
3377458551,2019/12/12,3.5,0,0
3377458551,2019/12/13,0,14,0
3377458551,2019/12/14,0,0,9.5
3377458551,2019/12/16,5.7,0,0
3377458551,2019/12/17,20,0,0
3377458551,2019/12/18,5.5,0,11
3377458551,2019/12/28,0,0,4
3377458551,2020/1/2,0,0,12
3377458551,2020/1/4,4,0,0
3377458551,2020/8/24,0,0,3
3377458551,2020/8/27,0,11,0
3377458551,2020/9/7,0,0,12
3377458551,2020/9/8,0,28,0
3377458551,2020/9/14,0,0,27.8
3377458551,2020/9/16,0,0,17.4
3377458551,2020/9/18,0,16,0
3377458551,2020/9/23,0,15.8,0
3377458551,2020/9/24,0,17.1,3.5
3377458551,2020/9/27,0,0,13
3377458551,2020/9/28,0,42,5
3377458551,2020/9/29,5,0,0
3377458551,2020/9/30,5,18,13
3377458551,2020/10/2,0,18.1,10.6
3377458551,2020/10/3,0,22,0
3377458551,2020/10/4,0,0,5.08
3377458551,2020/10/6,0,4,0
3377458551,2020/10/7,6,0,0
3377458551,2020/10/9,0,0,7
3377458551,2020/10/13,0,0,40
3377458551,2020/10/16,0,19,7
3377458551,2020/10/19,0,9,0
3377458551,2020/10/21,0,4,0
3377458551,2020/10/26,0,13,0
3377458551,2020/10/27,0,14,4
3377458551,2020/11/3,0,14,0
3377458551,2020/11/6,0,32,0
3377458551,2020/11/13,0,0,46.3
3377458551,2020/11/16,12,0,0
3377458551,2020/11/18,0,0,2.5
3377458551,2020/11/23,10,0,14
3377458551,2020/11/25,3.7,0,0
3377458551,2020/12/7,28,0,0
3377458551,2020/12/10,0,8,0
3377458551,2021/3/21,0,44.4,0
3377458551,2021/3/24,0,14.8,4.7
3377458551,2021/3/25,5,10,12.5
3377458551,2021/3/26,6,0,0
3377458551,2021/3/27,0,0,8
3377458551,2021/3/28,35.6,0,0
3377458551,2021/3/29,27.7,0,0
3377458551,2021/3/30,4.5,29.6,14.8
3377458551,2021/3/31,0,19,17.8
3377458551,2021/4/1,5.5,14.8,12.5
3377458551,2021/4/2,20,0,0
3377458551,2021/4/5,0,0,16.8
3377458551,2021/4/6,3,23.5,17.2
3377458551,2021/4/7,0,14.8,15.04
3377458551,2021/4/8,6,28,9.5
3377458551,2021/4/9,3,24.8,0
3377458551,2021/4/10,0,0,10
3377458551,2021/4/11,0,33.7,19.5
3377458551,2021/4/12,35.5,0,14
3377458551,2021/4/13,6,29.6,18.9
3377458551,2021/4/14,0,28,19
3377458551,2021/4/15,3.5,28,22.8
3377458551,2021/4/16,20.4,0,30.3
3377458551,2021/4/17,0,13.5,0
3377458551,2021/4/18,0,27.3,11.5
3377458551,2021/4/19,7,0,37
3377458551,2021/4/20,6,0,10
3377458551,2021/4/21,0,23.9,16.5
3377458551,2021/4/22,5.4,14.8,11
3377458551,2021/4/23,28.8,0,19.8
3377458551,2021/4/24,0,22,16.8
3377458551,2021/4/26,25.8,0,0
3377458551,2021/4/27,0,34.6,13.5
3377458551,2021/4/28,0,14,21.9
3377458551,2021/4/29,5,15,19.5
3377458551,2021/4/30,5.5,0,0
3377458551,2021/5/1,15,0,0
3377458551,2021/5/2,0,13.5,0
3377458551,2021/5/5,0,0,11
3377458551,2021/5/6,5,14.8,8.36
3377458551,2021/5/7,32.5,0,9
3377458551,2021/5/8,0,0,10.5
3377458551,2021/5/10,6.9,0,11
3377458551,2021/5/11,8.5,10,12
3377458551,2021/5/12,0,26.5,13
3377458551,2021/5/13,4,14.8,18.7
3377458551,2021/5/14,4.5,0,0
3377458551,2021/5/17,19.8,0,0
3377458551,2021/5/18,4.5,26.5,13.5
3377458551,2021/5/19,0,15,16
3377458551,2021/5/20,0,14.8,14.5
3377458551,2021/5/21,30.2,0,0
3377458551,2021/5/24,27.5,0,0
3377458551,2021/5/25,28.5,0,18.8
3377458551,2021/5/26,0,20,9
3377458551,2021/5/27,6,28,27.5
3377458551,2021/5/28,5,14.8,0
3377458551,2021/5/31,18.5,0,21.1
3377458551,2021/6/1,6,25,0
3377458551,2021/6/2,0,14.8,18.1
3377458551,2021/6/3,6.2,16,14.5
3377458551,2021/6/4,5,0,13
3377458551,2021/6/7,32.5,0,14
3377458551,2021/6/8,6,41.6,13.8
3377458551,2021/6/9,0,20.8,14
3377458551,2021/6/10,4.5,0,0
3377458551,2021/6/11,4,0,0
3377458551,2021/6/15,6,16,25
3377458551,2021/6/17,5,14.8,21.8
3377458551,2021/6/18,3.5,0,0
3377458551,2021/6/21,0,0,14.8
3377458551,2021/6/24,0,26.2,0
3377458551,2021/6/27,0,17.8,0
3377458551,2021/6/30,0,13,0
3377458551,2021/7/1,0,0,22.9
3377458551,2021/7/2,0,0,13
3377458551,2021/7/3,0,0,23.9
3377458551,2021/7/5,0,8,0
3377458551,2021/7/8,0,0,11
3377458551,2021/8/30,0,14.8,13
3377458551,2021/8/31,0,12,0
3377458551,2021/9/1,20.3,0,0
3377458551,2021/9/2,0,0,12
3377458551,2021/9/3,0,14.8,0
3377458551,2021/9/6,0,0,14.8
3377458551,2021/9/7,5,15,0
3377458551,2021/9/8,47.5,0,0
3377458551,2021/9/9,0,0,14
3377458551,2021/9/10,0,25.5,0
3377458551,2021/9/12,0,0,17
3377458551,2021/9/13,0,0,19.2
3377458551,2021/9/14,2,14,9
3377458551,2021/9/15,21.8,0,17.5
3377458551,2021/9/16,29.8,3.6,38.1
3377458551,2021/9/17,0,15,11
3377458551,2021/9/18,0,28.66,0
3377458551,2021/9/20,0,0,10
3377458551,2021/9/21,19.5,0,0
3377458551,2021/9/22,19,0,0
3377458551,2021/9/23,0,0,15
3377458551,2021/9/24,0,14.8,0
3377458551,2021/9/25,0,7.5,0
3377458551,2021/9/30,3.5,23.3,0
3377458551,2021/10/2,0,15,0
3377458551,2021/10/4,0,0,21.7
3377458551,2021/10/5,0,0,19.2
3377458551,2021/10/6,0,0,21
3377458551,2021/10/7,0,14.8,5
3377458551,2021/10/8,0,24.5,5
3377458551,2021/10/9,0,0,20
3377458551,2021/10/12,0,0,7.5
3377458551,2021/10/13,0,0,13
3377458551,2021/10/14,0,23,19
3377458551,2021/10/15,6,14.8,0
3377458551,2021/10/18,6.5,0,10.5
3377458551,2021/10/19,5,0,0
3377458551,2021/10/20,0,26.2,10
3377458551,2021/10/21,8,24.1,13
3377458551,2021/10/22,0,0,23
3377458551,2021/10/23,0,0,11.5
3377458551,2021/10/25,0,11.5,24.3
3377458551,2021/10/26,0,0,13
3377458551,2021/10/27,0,13,16.8
3377458551,2021/10/28,4,15,16
3377458551,2021/10/29,0,13,12
3377458551,2021/10/30,0,0,18
3377458551,2021/11/4,3,26.3,0
3377458551,2021/11/5,0,15,10
3377458551,2021/11/7,0,0,26
3377458551,2021/11/8,0,0,13
3377458551,2021/11/10,0,0,3
3377458551,2021/11/11,0,15,8
3377458551,2021/11/15,0,0,20.8
3377458551,2021/11/16,0,27.8,13
3377458551,2021/11/17,0,0,12
3377458551,2021/11/19,0,0,13
3377458551,2021/11/21,7.2,0,0
3377458551,2021/11/22,0,0,23
3377458551,2021/11/23,0,18.9,0
3377458551,2021/11/25,0,16,0
3377458551,2021/12/1,0,0,11.5
3377458551,2021/12/2,0,11.5,24.3
3377458551,2021/12/5,0,0,13.6
3377458551,2021/12/6,0,0,16
3377458551,2021/12/7,0,0,21
3377458551,2021/12/9,0,0,9
3377458551,2021/12/10,0,15,8
3377458551,2021/12/12,0,34.3,0
3377458551,2021/12/13,0,0,16
3377458551,2021/12/15,0,0,12
3377458551,2022/4/26,0,0,10
3377458551,2022/5/29,0,0,14.5
3377458551,2022/5/30,0,27.01,0
3377458551,2022/5/31,0,60.95,12
3377458551,2022/6/2,0,0,78.5
3377458551,2022/6/3,0,29.8,0
3378104050,2018/9/29,0,0,6.6
3378104050,2018/10/19,0,0,8
3378104050,2018/11/7,0,0,4.5
3378104050,2018/11/10,10.5,0,0
3378104050,2018/11/13,0,0,5
3378104050,2018/11/14,0,0,3.5
3378104050,2018/11/18,0,0,2
3378104050,2018/11/19,0,13,0
3378104050,2018/11/20,0,0,4
3378104050,2018/11/27,4.5,0,0
3378104050,2018/12/1,0,0,5
3378104050,2018/12/2,0,7.5,0
3378104050,2018/12/3,0,0,5
3378104050,2018/12/25,4.5,2.5,0
3378104050,2018/12/27,5.5,4,5
3378104050,2018/12/28,0,3.5,0
3378104050,2019/1/7,0,5,0
3378104050,2019/1/10,0,0,16
3378104050,2019/1/13,0,8.5,0
3378104050,2019/3/4,5,6,0
3378104050,2019/3/15,5,3.06,0
3378104050,2019/3/17,0,0,2.5
3378104050,2019/3/19,0,6,2.14
3378104050,2019/3/21,0,0,7
3378104050,2019/3/25,0,6,4.5
3378104050,2019/3/26,4,7.5,6
3378104050,2019/3/27,2.5,6,5.5
3378104050,2019/3/28,5,0,1.5
3378104050,2019/3/30,0,8,0
3378104050,2019/3/31,0,9.5,0
3378104050,2019/4/1,5,6,0
3378104050,2019/4/2,5,0,3.5
3378104050,2019/4/3,5,4.5,6.5
3378104050,2019/4/4,4.5,8,0
3378104050,2019/4/6,0,8.5,0
3378104050,2019/4/7,0,9,0
3378104050,2019/4/8,5,6.5,4
3378104050,2019/4/9,5,8,3.5
3378104050,2019/4/10,5.5,5.5,6
3378104050,2019/4/11,5,4,4
3378104050,2019/4/12,5.5,0,5
3378104050,2019/4/14,4,0,0
3378104050,2019/4/15,4.5,0,5
3378104050,2019/4/16,5,8.5,0
3378104050,2019/4/17,4.5,3.5,0
3378104050,2019/4/18,5.5,3.14,0
3378104050,2019/4/19,5,0,11.5
3378104050,2019/4/20,0,0,5.5
3378104050,2019/4/21,0,8,0
3378104050,2019/4/22,5,4.5,4.5
3378104050,2019/4/23,0,6.5,0
3378104050,2019/4/24,4.5,6.5,4.5
3378104050,2019/4/25,5.5,11.5,0
3378104050,2019/4/26,5,0,0
3378104050,2019/4/27,6,0,0
3378104050,2019/4/28,5,12.8,0
3378104050,2019/4/29,5,7,3
3378104050,2019/4/30,5,3.44,0
3378104050,2019/5/1,5,0,0
3378104050,2019/5/6,5,0,4.5
3378104050,2019/5/7,0,10.8,0
3378104050,2019/5/8,5,2.5,1
3378104050,2019/5/9,5,2.3,4
3378104050,2019/5/10,5,0,2.5
3378104050,2019/5/11,5,0,0
3378104050,2019/5/13,5,1.5,15
3378104050,2019/5/14,0,4,1.5
3378104050,2019/5/15,4.5,2.3,0
3378104050,2019/5/16,5,6.5,0
3378104050,2019/5/17,4.5,1.5,3
3378104050,2019/5/19,0,8.5,0
3378104050,2019/5/20,0,2.3,2
3378104050,2019/5/21,5,5,0
3378104050,2019/5/22,4.5,0,0
3378104050,2019/5/23,5,5,0
3378104050,2019/5/25,0,7.5,0
3378104050,2019/5/26,0,0,7
3378104050,2019/5/27,5,0,4.5
3378104050,2019/5/28,0,10,0
3378104050,2019/5/29,5,0,6
3378104050,2019/5/30,3,4,0
3378104050,2019/5/31,5,0,0
3378104050,2019/6/2,2,0,0
3378104050,2019/6/3,0,8,5
3378104050,2019/6/4,5,0,8
3378104050,2019/6/5,5,6,0
3378104050,2019/6/6,5,4,0
3378104050,2019/6/7,0,9.8,0
3378104050,2019/6/9,0,0,8
3378104050,2019/6/10,0,9,9.5
3378104050,2019/6/11,0,10,4.5
3378104050,2019/6/12,5,0,10
3378104050,2019/6/13,5,0,7
3378104050,2019/6/14,5,0,0
3378104050,2019/6/15,4.5,8,0
3378104050,2019/6/17,3.5,0,3.5
3378104050,2019/6/18,5,4.5,7.5
3378104050,2019/6/19,5,7.5,0
3378104050,2019/6/20,4.5,4,0
3378104050,2019/6/21,5,0,0
3378104050,2019/6/23,0,15,0
3378104050,2019/6/24,5.5,0,10
3378104050,2019/6/25,4,0,9
3378104050,2019/6/26,2,0,0
3378104050,2019/6/27,4.5,0,7.5
3378104050,2019/6/28,5,0,10
3378104050,2019/6/29,0,7.5,0
3378104050,2019/6/30,4.5,0,9.5
3378104050,2019/7/1,5,1.5,15.3
3378104050,2019/7/2,4.5,0,8.8
3378104050,2019/7/3,4.5,8,9.5
3378104050,2019/7/4,4,0,0
3378104050,2019/7/5,0,8,0
3378104050,2019/7/6,0,9,0
3378104050,2019/8/24,3,0,7
3378104050,2019/8/25,5,0,9
3378104050,2019/8/26,5,0,6
3378104050,2019/8/27,3.5,0,0
3378104050,2019/8/28,2,0,9
3378104050,2019/8/29,0,10,4.5
3378104050,2019/8/30,5,0,0
3378104050,2019/8/31,4.3,11,0
3378104050,2019/9/2,2,0,0
3378104050,2019/9/3,3,0,0
3378104050,2019/9/4,2,3,9
3378104050,2019/9/5,4,0,8
3378104050,2019/9/6,1.5,7,0
3378104050,2019/9/7,0,0,6.5
3378104050,2019/9/9,2.5,10,7
3378104050,2019/9/10,5,0,10
3378104050,2019/9/11,0,9,0
3378104050,2019/9/12,4,0,9
3378104050,2019/9/13,0,0,7.5
3378104050,2019/9/15,0,0,7
3378104050,2019/9/16,2,9,16
3378104050,2019/9/17,4,0,5
3378104050,2019/9/18,0,12,0
3378104050,2019/9/19,0,8.5,4.5
3378104050,2019/9/22,12.3,0,7
3378104050,2019/9/23,11,0,5.5
3378104050,2019/9/24,2,11,5
3378104050,2019/9/25,0,4.5,8
3378104050,2019/9/26,0,3,0
3378104050,2019/9/27,4.5,0,0
3378104050,2019/9/28,4,0,0
3378104050,2019/9/29,3,7.5,4.5
3378104050,2019/9/30,2,9,0
3378104050,2019/10/1,0,1,0
3378104050,2019/10/2,2,0,0
3378104050,2019/10/8,1.5,9,0
3378104050,2019/10/9,0,9.5,0
3378104050,2019/10/10,0,7,2.5
3378104050,2019/10/11,4.2,9,0
3378104050,2019/10/12,6.5,0,0
3378104050,2019/10/14,5,7,0
3378104050,2019/10/15,5,9,7
3378104050,2019/10/16,0,13,0
3378104050,2019/10/17,0,9,7
3378104050,2019/10/18,5,6.5,0
3378104050,2019/10/19,1.5,0,0
3378104050,2019/10/21,5,6.5,0
3378104050,2019/10/22,4.5,7,0
3378104050,2019/10/23,0,9,0
3378104050,2019/10/24,0,7,4
3378104050,2019/10/25,0,10,0
3378104050,2019/10/27,10,0,0
3378104050,2019/10/28,1.5,13.5,0
3378104050,2019/10/29,5,9,5
3378104050,2019/10/30,0,5.5,6.5
3378104050,2019/10/31,4.5,4,0
3378104050,2019/11/1,5,7,7
3378104050,2019/11/2,0,0,3
3378104050,2019/11/3,0,0,8
3378104050,2019/11/4,5,0,11
3378104050,2019/11/5,5,6.5,5
3378104050,2019/11/6,0,9,9
3378104050,2019/11/7,4.5,9,8
3378104050,2019/11/8,5,5,0
3378104050,2019/11/9,0,8,0
3378104050,2019/11/11,5,4.5,5.5
3378104050,2019/11/12,5,9,5.5
3378104050,2019/11/14,5.5,0,8
3378104050,2019/11/15,5,0,0
3378104050,2019/11/17,0,8,8
3378104050,2019/11/18,10,0,0
3378104050,2019/11/19,5,9,5
3378104050,2019/11/20,0,0,8
3378104050,2019/11/21,2,9,4.5
3378104050,2019/11/22,5,0,5
3378104050,2019/11/24,0,8,0
3378104050,2019/11/25,5,0,0
3378104050,2019/11/26,5.5,9,6.7
3378104050,2019/11/27,0,5,9.5
3378104050,2019/11/28,5,0,0
3378104050,2019/11/29,4,0,7
3378104050,2019/12/3,4.5,0,0
3378104050,2019/12/4,2,5.9,0
3378104050,2019/12/5,0,8,12
3378104050,2019/12/6,0,8.5,0
3378104050,2019/12/7,4.5,1.3,8.5
3378104050,2019/12/8,0,8,0
3378104050,2019/12/9,5,0,8
3378104050,2019/12/10,4.5,8,15
3378104050,2019/12/11,0,6.5,0
3378104050,2019/12/12,4.5,2,0
3378104050,2019/12/13,5,9,0
3378104050,2019/12/15,5.5,0,0
3378104050,2019/12/16,6,9.5,0
3378104050,2019/12/17,1.5,4,0
3378104050,2019/12/18,0,7,0
3378104050,2019/12/19,5.5,9,0
3378104050,2019/12/20,2,0,0
3378104050,2019/12/21,1.5,4.5,0
3378104050,2019/12/22,3.5,0,0
3378104050,2019/12/23,5.5,0,8
3378104050,2019/12/24,5,0,0
3378104050,2019/12/25,0,5,0
3378104050,2019/12/26,2.5,0,0
3378104050,2019/12/27,2,12,0
3378104050,2019/12/28,4,8,5
3378104050,2019/12/29,4,0,8.5
3378104050,2019/12/30,1.5,8.5,0
3378104050,2020/1/1,0,4.5,0
3378104050,2020/1/2,0,4,0
3378104050,2020/1/4,5.2,0,0
3378104050,2020/8/22,0,0,5
3378104050,2020/8/23,5,0,0
3378104050,2020/8/24,0,12,0
3378104050,2020/8/25,10.5,0,0
3378104050,2020/8/26,0,12,0
3378104050,2020/8/27,0,4,4.7
3378104050,2020/8/28,0,15.5,0
3378104050,2020/8/29,1.5,0,0
3378104050,2020/8/31,0,4,0
3378104050,2020/9/1,9,0,0
3378104050,2020/9/2,0,4,6
3378104050,2020/9/4,0,7,0
3378104050,2020/9/6,4,0,7.5
3378104050,2020/9/7,5.5,0,5.5
3378104050,2020/9/8,0,4.5,0
3378104050,2020/9/9,2,5,0
3378104050,2020/9/10,0,11,0
3378104050,2020/9/11,0,7,0
3378104050,2020/9/12,0,13,3.5
3378104050,2020/9/13,0,0,5
3378104050,2020/9/14,4,3.8,0
3378104050,2020/9/15,0,4.8,8
3378104050,2020/9/16,13.5,0,7
3378104050,2020/9/17,0,4.8,0
3378104050,2020/9/18,4,9,5
3378104050,2020/9/19,0,9,0
3378104050,2020/9/20,0,10,0
3378104050,2020/9/21,4,0,0
3378104050,2020/9/22,0,9,7
3378104050,2020/9/23,3,5.3,9
3378104050,2020/9/24,4,7,0
3378104050,2020/9/25,0,0,6
3378104050,2020/9/26,2,9,0
3378104050,2020/9/27,0,0,31.6
3378104050,2020/9/28,0,4.8,0
3378104050,2020/9/29,2.5,9,0
3378104050,2020/10/1,0,7,0
3378104050,2020/10/5,4,0,0
3378104050,2020/10/6,2,0,0
3378104050,2020/10/7,4.5,9,0
3378104050,2020/10/8,0,7,0
3378104050,2020/10/9,1.5,15.8,0
3378104050,2020/10/10,0,9,0
3378104050,2020/10/11,4,0,0
3378104050,2020/10/12,5,0,0
3378104050,2020/10/13,4,3.8,0
3378104050,2020/10/14,2,5,0
3378104050,2020/10/15,1.5,9,5
3378104050,2020/10/16,4.5,0,15.8
3378104050,2020/10/17,0,5,0
3378104050,2020/10/18,0,9,0
3378104050,2020/10/20,5,2.8,0
3378104050,2020/10/21,0,8,0
3378104050,2020/10/22,3,11,0
3378104050,2020/10/23,4.5,0,0
3378104050,2020/10/24,2,0,0
3378104050,2020/10/27,0,9,0
3378104050,2020/10/29,5,9,0
3378104050,2020/11/2,5,9,0
3378104050,2020/11/3,4,9.5,0
3378104050,2020/11/4,1.5,0,0
3378104050,2020/11/7,0,0,5
3378104050,2020/11/8,0,22.8,0
3378104050,2020/11/9,5,2.8,0
3378104050,2020/11/10,4,4,0
3378104050,2020/11/11,0,9,0
3378104050,2020/11/12,5,7,0
3378104050,2020/11/14,0,15,0
3378104050,2020/11/15,0,0,15.8
3378104050,2020/11/16,0,10.5,5.3
3378104050,2020/11/17,4.5,4,0
3378104050,2020/11/18,0,7,0
3378104050,2020/11/19,0,10.5,5
3378104050,2020/11/21,0,10,15
3378104050,2020/11/23,5,9,4.5
3378104050,2020/11/24,0,7,0
3378104050,2020/11/25,4.5,0,15.8
3378104050,2020/11/26,4,0,3
3378104050,2020/11/28,12,0,0
3378104050,2020/11/29,0,14,0
3378104050,2020/11/30,2,8,0
3378104050,2020/12/1,0,10.5,0
3378104050,2020/12/3,0,5,0
3378104050,2020/12/4,5,7,0
3378104050,2020/12/5,5,10.5,9.8
3378104050,2020/12/6,0,0,2.5
3378104050,2020/12/7,5,11,9
3378104050,2020/12/8,4.5,8,0
3378104050,2020/12/9,4.5,4.5,0
3378104050,2020/12/10,0,9.5,8
3378104050,2020/12/11,4,8,0
3378104050,2020/12/12,4.5,15,0
3378104050,2020/12/13,9,0,15.8
3378104050,2020/12/16,4.5,0,0
3378104050,2020/12/17,0,9,0
3378104050,2020/12/19,0,8,0
3378104050,2021/3/17,0,20,0
3378104050,2021/3/18,4.5,6.3,4.5
3378104050,2021/3/19,4.5,0,2.5
3378104050,2021/3/20,4.5,0,0
3378104050,2021/3/21,4.5,4.5,7
3378104050,2021/3/22,5,11,2.5
3378104050,2021/3/23,4.5,0,2.5
3378104050,2021/3/24,4.5,5,2.5
3378104050,2021/3/25,4.5,7,0
3378104050,2021/3/26,2,0,5
3378104050,2021/3/27,4.5,0,0
3378104050,2021/3/28,4.5,9,0
3378104050,2021/3/29,4.5,6,5
3378104050,2021/3/30,5,8,2.5
3378104050,2021/3/31,3,0,2.5
3378104050,2021/4/1,3,9,4
3378104050,2021/4/2,5,10,0
3378104050,2021/4/3,0,9,4
3378104050,2021/4/4,4.5,0,2.5
3378104050,2021/4/5,4,6,4.5
3378104050,2021/4/6,4.5,0,0
3378104050,2021/4/7,2,7.5,0
3378104050,2021/4/8,5,9,4
3378104050,2021/4/9,2,0,0
3378104050,2021/4/10,4.5,0,0
3378104050,2021/4/12,4.5,9,0
3378104050,2021/4/13,5,8,0
3378104050,2021/4/14,4.5,6,0
3378104050,2021/4/15,4.5,0,4
